Distrito;Candidato;Partido;Pacto;Votos;%;Resultado;Año
1;Luis Leblanc Valenzuela;PDC;Concertación por la Democracia;21314;25,08%;Diputado;1989
1;Carlos Valcarce Medina;RN;Democracia y Progreso;21497;25,29%;Diputado;1989
1;Luis Gutiérrez Torres;PR;Concertación por la Democracia;15564;18,31%;;1989
1;Patricio Durán Gatica;UDI;Democracia y Progreso;5098;6,00%;;1989
1;Vicente Echeverría Guzmán;ILE;Liberal-Socialista Chileno;2584;3,04%;;1989
1;Pablo Pizarro;ILE;Liberal-Socialista Chileno;4974;5,85%;;1989
1;Juan Restelli Rodríguez;PAIS;Unidad para la Democracia;5070;5,96%;;1989
1;Orel Viciani Escker;PAIS;Unidad para la Democracia;7089;8,34%;;1989
1;Patricio Arancibia Beaumont;IND;Independiente;1784;2,09%;;1989
2;Vladislav Kuzmicic Calderon;PPD;Concertación por la Democracia;30007;39,16%;Diputado;1989
2;Ramón Pérez Opazo;ILB;Democracia y Progreso;22782;29,73%;Diputado;1989
2;Hugo Calderón Campusano;ILA;Concertación por la Democracia;10204;13,24%;;1989
2;Marta Beatriz Marcich Moller;RN;Democracia y Progreso;10669;13,92%;;1989
2;Luis Fernando Díaz Salinas;AN;Alianza de Centro;2969;3,87%;;1989
3;Nicanor de la Cruz Araya;ILA;Concertación por la Democracia;24803;29,16%;Diputado;1989
3;Carlos Cantero Ojeda;RN;Democracia y Progreso;13901;16,34%;Diputado;1989
3;Luis Sepúlveda Gutiérrez;PDC;Concertación por la Democracia;21823;25,65%;;1989
3;Luis Pacasse Angulo;RN;Democracia y Progreso;10509;12,35%;;1989
3;Juan Luis Maurás Novella;IND;Independiente;7572;8,90%;;1989
3;Adrianus Franciscus Stupers;ILE;Liberal-Socialista Chileno;5359;6,30%;;1989
3;Juan Latrille Quiroga;AN;Alianza de Centro;1103;1,30%;;1989
4;Rubén Gajardo Chacón;PDC;Concertación por la Democracia;35630;29,78%;Diputado;1989
4;Felipe Ignacio Valenzuela Herrera;PPD;Concertación por la Democracia;40124;33,54%;Diputado;1989
4;Ana Luisa Fernández Fernández;RN;Democracia y Progreso;4663;3,90%;;1989
4;Patricio Enrique Valdivia Guerra;UDI;Democracia y Progreso;32986;27,57%;;1989
4;Andrés Arnoldo Moreno Villafaña;AN;Alianza de Centro;2216;1,85%;;1989
4;Elizabeth Angélica Gripe Ahumada;PL;Liberal-Socialista Chileno;4018;3,36%;;1989
5;Sergio Pizarro Mackay;PDC;Concertación por la Democracia;20313;30,84%;Diputado;1989
5;Carlos Vilches Guzmán;RN;Democracia y Progreso;11271;17,11%;Diputado;1989
5;Eduardo Morales Espinosa;PAIS;Unidad para la Democracia;18355;27,87%;;1989
5;Jorge Sánchez Araya;ILB;Democracia y Progreso;9206;13,98%;;1989
5;Miguel Guerrero Pellegrini;PR;Concertación por la Democracia;2401;3,65%;;1989
5;Alfredo Yáñez Ayala;PL;Liberal-Socialista Chileno;2055;3,12%;;1989
5;John Horsley Brito;DR;Alianza de Centro;1748;2,65%;;1989
5;Luis Antonio Ortiz;AN;Alianza de Centro;522;0,79%;;1989
6;Armando Arancibia Calderón;PPD;Concertación por la Democracia;13143;30,64%;Diputado;1989
6;Baldo Prokurica Prokurica;RN;Democracia y Progreso;11644;27,15%;Diputado;1989
6;Juan Gaspar Mulet Bou;PDC;Concertación por la Democracia;12543;29,24%;;1989
6;Greta Pizarro Bugueño;ILB;Democracia y Progreso;2702;6,30%;;1989
6;Claudio Francisco Mulet Bou;IND;Independiente;1494;3,48%;;1989
6;Federico Carlos Volio Toledo;ILE;Liberal-Socialista Chileno;945;2,20%;;1989
6;Benigno Omar Agusto Torres;IND;Independiente;422;0,98%;;1989
7;Eugenio Munizaga Rodríguez;RN;Democracia y Progreso;25376;31,05%;Diputado;1989
7;Joaquín Palma Irarrázaval;PDC;Concertación por la Democracia;21256;26,01%;Diputado;1989
7;René Nahmías Albala;PPD;Concertación por la Democracia;19107;23,38%;;1989
7;Pedro Rojas Rivera;IND;Independiente;5502;6,73%;;1989
7;Nicolás Yazigi El Nameh;IND;Independiente;3798;4,65%;;1989
7;Vladimir Rubilar Ribera;UDI;Democracia y Progreso;3572;4,37%;;1989
7;David Rojas Santander;DR;Alianza de Centro;2167;2,65%;;1989
7;Osvaldo Federico Donoso;AN;Alianza de Centro;959;1,17%;;1989
8;Jorge Pizarro Soto;PDC;Concertación por la Democracia;35068;37,10%;Diputado;1989
8;Jorge Morales Adriasola;RN;Democracia y Progreso;16817;17,79%;Diputado;1989
8;Carlos Yusta Rojas;ILA;Concertación por la Democracia;21176;22,40%;;1989
8;Flavio Angelini Macrobio;UDI;Democracia y Progreso;15730;16,64%;;1989
8;Luis Américo Aguilera Milla;DR;Alianza de Centro;4522;4,78%;;1989
8;Oscar Guillermo Olivares Zúñiga;AN;Alianza de Centro;1214;1,28%;;1989
9;Julio Rojos Astorga;PDC;Concertación por la Democracia;19753;31,11%;Diputado;1989
9;Víctor Manuel Rebolledo González;PPD;Concertación por la Democracia;22057;34,74%;Diputado;1989
9;Juan Jorquera Niño de Zepeda;RN;Democracia y Progreso;11104;17,49%;;1989
9;Roberto Rondanelli Hidalgo;UDI;Democracia y Progreso;8216;12,94%;;1989
9;Juan Carlos Stack Stack;DR;Alianza de Centro;2369;3,73%;;1989
10;Eduardo Cerda García;PDC;Concertación por la Democracia;41004;31,76%;Diputado;1989
10;Federico Ringeling Hunger;RN;Democracia y Progreso;31379;24,31%;Diputado;1989
10;Luciano Valle Acevedo;ILA;Concertación por la Democracia;39043;30,24%;;1989
10;Orazio Bruzzone Figini;RN;Democracia y Progreso;17678;13,69%;;1989
11;Sergio Jara Catalán;PDC;Concertación por la Democracia;26934;26,88%;Diputado;1989
11;Claudio Rodríguez Cataldo;RN;Democracia y Progreso;20832;20,79%;Diputado;1989
11;Nelson Ávila Contreras;PR;Concertación por la Democracia;17698;17,66%;;1989
11;Jaime Andrade;PAIS;Unidad para la Democracia;10739;10,72%;;1989
11;Jaime Lepe Fernández;RN;Democracia y Progreso;10166;10,15%;;1989
11;René Manzur Majluf;IND;Independiente;5310;5,30%;;1989
11;Manuel Pinto Cabrera;PAIS;Unidad para la Democracia;4771;4,76%;;1989
11;Camilo Renato Guzmán Martínez;AN;Alianza de centro;3739;3,73%;;1989
12;Jorge Molina Valdivieso;PPD;Concertación por la Democracia;42590;37,79%;Diputado;1989
12;Arturo Longton Guerrero;RN;Democracia y Progreso;23005;20,41%;Diputado;1989
12;Osvaldo Urrutia Soto;UDI;Democracia y Progreso;22010;19,53%;;1989
12;Luis Pertuze Iglesias;ILA;Concertación por la Democracia;14255;12,65%;;1989
12;Guido Eberardo Olguín Ossandón;ILD;Alianza de Centro;5733;5,09%;;1989
12;Claudio Morales Greene;DR;Alianza de Centro;5097;4,52%;;1989
13;Aldo Cornejo González;PDC;Concertación por la Democracia;55642;32,92%;Diputado;1989
13;Francisco Bartolucci Johnston;UDI;Democracia y Progreso;28593;16,92%;Diputado;1989
13;Alberto Neumann Lagos;PAIS;Unidad para la Democracia;27386;16,20%;;1989
13;Ricardo Fernández Sanhueza;PSCH;Liberal-Socialista Chileno;10398;6,15%;;1989
13;Alejandro Navarrete Pinochet;RN;Democracia y Progreso;27842;16,47%;;1989
13;Héctor Peña Castro;PR;Concertación por la Democracia;5192;3,07%;;1989
13;Francisco Acevedo Toro;ILG;Unidad para la Democracia;3300;1,95%;;1989
13;José Carlos Fernández Jorquera;DR;Alianza de Centro;1853;1,10%;;1989
13;Óscar Olivares Vásquez;AN;Alianza de Centro;1311;0,78%;;1989
14;Gustavo Cardemil Alfaro;PDC;Concertación por la Democracia;47252;28,61%;Diputado;1989
14;Raúl Urrutia Ávila;RN;Democracia y Progreso;30005;18,17%;Diputado;1989
14;Aníbal Scarella Calandroni;PPD;Concertación por la Democracia;34732;21,03%;;1989
14;Luis Parot Donoso;UDI;Democracia y Progreso;28783;17,43%;;1989
14;Rafael Otero Echeverría;DR;Alianza de Centro;3465;2,10%;;1989
14;Fernando Palma Cortez;AN;Alianza de Centro;2416;1,46%;;1989
14;Ivonne Betbeder Aguilar;ILE;Liberal-Socialista Chileno;16911;10,24%;;1989
14;Eugenio Lionel Curti Leite;IND;Independiente;1585;0,96%;;1989
15;Sergio Velasco de la Cerda;PDC;Concertación por la Democracia;25429;37,38%;Diputado;1989
15;Akin Soto Morales;PPD;Concertación por la Democracia;16252;23,89%;Diputado;1989
15;Javier Leturia Mermod;UDI;Democracia y Progreso;12196;17,93%;;1989
15;Carlos Thienel Ureta;ILB;Democracia y Progreso;7914;11,63%;;1989
15;Gilberto Rudolph Vivanco;PSCH;Liberal-Socialista Chileno;3315;4,87%;;1989
15;Enrique Schilling Rojas;DR;Alianza de Centro;2294;3,37%;;1989
15;Héctor Vargas González;ILD;Alianza de Centro;629;0,92%;;1989
16;Adriana Muñoz D'Albora;PPD;Concertación por la Democracia;35448;30,42%;Diputada;1989
16;Patricio Melero Abaroa;UDI;Democracia y Progreso;23269;19,97%;Diputado;1989
16;Luis Iván Muñoz Rojas;RN;Democracia y Progreso;17461;14,99%;;1989
16;Juan Hernández Jara;PR;Concertación por la Democracia;17270;14,82%;;1989
16;Gastón Muñoz Briones;ILG;Unidad para la Democracia;12858;11,04%;;1989
16;Francisco Pfeffer Urquiaga;ILE;Liberal-Socialista Chileno;7392;6,34%;;1989
16;María de la Cruz Varela;ILD;Alianza de Centro;1625;1,39%;;1989
16;Tatiana Rivas;PRSD;Unidad para la Democracia;1191;1,02%;;1989
17;Ramón Elizalde Hevia;PDC;Concertación por la Democracia;61640;33,07%;Diputado;1989
17;María Maluenda Campos;PPD;Concertación por la Democracia;54939;29,47%;Diputada;1989
17;Luis Cordero Barrera;UDI;Democracia y Progreso;37033;19,87%;;1989
17;Carlos Martínez Perales;RN;Democracia y Progreso;13802;7,40%;;1989
17;Álvaro Gómez Gallo;ILE;Liberal-Socialista Chileno;12876;6,91%;;1989
17;Denise Barroilhet Monardes;AN;Alianza de Centro;2427;1,30%;;1989
17;Cristóbal Mario Tapia Vega;ILD;Alianza de Centro;1832;0,98%;;1989
17;Enrique Barra González;IND;Independiente;1869;1,00%;;1989
18;Hernán Bosselin Correa;PDC;Concertación por la Democracia;76105;37,04%;Diputado;1989
18;Andrés Sotomayor Mardones;RN;Democracia y Progreso;28114;13,68%;Diputado;1989
18;Ana L'homme Ungerer;LV;Concertación por la Democracia;8504;4,14%;;1989
18;René Solano Valdés;UDI;Democracia y Progreso;23726;11,55%;;1989
18;Aquiles Petit Ramírez;ILD;Alianza de Centro;3091;1,50%;;1989
18;Ricardo Roberto Muñoz Miranda;ILD;Alianza de Centro;2884;1,40%;;1989
18;Hugo Larraguibel Mordojovich;ILE;Liberal-Socialista Chileno;9453;4,60%;;1989
18;Humberto Muñoz Muñoz;ILE;Liberal-Socialista Chileno;4319;2,20%;;1989
18;Manuel Riesco Larraín;PAIS;Unidad para la Democracia;34256;16,67%;;1989
18;Antonio Román Bustamante;PAIS;Unidad para la Democracia;15008;7,30%;;1989
19;Mario Hamuy Berr;PDC;Concertación por la Democracia;41876;30,02%;Diputado;1989
19;Cristián Leay Morán;UDI;Democracia y Progreso;34137;24,47%;Diputado;1989
19;Óscar Santelices Altamirano;PPD;Concertación por la Democracia;39549;28,35%;;1989
19;Mauricio Smok Allemandi;RN;Democracia y Progreso;7647;5,48%;;1989
19;Luis Urquidi Holberton;ILE;Liberal-Socialista Chileno;5120;3,67%;;1989
19;Ramiro Guillermo Vidal Montenegro;ILE;Liberal-Socialista Chileno;3225;2,31%;;1989
19;Crescencio López Pérez;PN;Partido Nacional;3805;2,73%;;1989
19;Gabriel Álvarez Martínez;IND;Independiente;4122;2,95%;;1989
20;Carlos Dupré Silva;PDC;Concertación por la Democracia;79757;36,55%;Diputado;1989
20;Angel Fantuzzi Hernández;RN;Democracia y Progreso;65802;30,15%;Diputado;1989
20;Guillermo Arenas Escudero;ILA;Concertación por la Democracia;50178;22,99%;;1989
20;Jorge Gómez Balmaceda;ILE;Liberal-Socialista Chileno;11686;5,35%;;1989
20;Raúl Alonso Mahn;RN;Democracia y Progreso;5598;2,57%;;1989
20;Rodolfo Peña González;AN;Alianza de Centro;3260;1,49%;;1989
20;José Orellana Díaz;PN;Partido Nacional;1945;0,89%;;1989
21;Alberto Espina Otero;RN;Democracia y Progreso;83922;40,45%;Diputado;1989
21;Gutenberg Martínez Ocamica;PDC;Concertación por la Democracia;72853;35,11%;Diputado;1989
21;María Estela Ortiz Rojas;PAIS;Unidad para la Democracia;19227;9,27%;;1989
21;Pedro Sabat Pietracaprina;IND;Independiente;17074;8,23%;;1989
21;Rosamel Gutiérrez Riquelme;PAIS;Unidad para la Democracia;4077;1,97%;;1989
21;Paulina Dittborn Cordua;UDI;Democracia y Progreso;3479;1,68%;;1989
21;Sergio Renato Contreras;ILE;Liberal-Socialista Chileno;2800;1,35%;;1989
21;Mario Bustos Donoso;ILE;Liberal-Socialista Chileno;2587;1,25%;;1989
21;Augusto Daniel Reijer Rago;AN;Alianza de Centro;1455;0,70%;;1989
22;Carlos Bombal Otaegui;UDI;Democracia y Progreso;58502;38,46%;Diputado;1989
22;Jorge Schaulsohn Brodsky;PPD;Concertación por la Democracia;42022;27,63%;Diputado;1989
22;Luis Pareto González;PDC;Concertación por la Democracia;35880;23,59%;;1989
22;Franz Busch Porras;PL;Liberal-Socialista Chileno;7090;4,66%;;1989
22;Juan Cox Huneeus;RN;Democracia y Progreso;3535;2,32%;;1989
22;Eduardo Errázuriz Cañas;ILE;Liberal-Socialista Chileno;2586;1,70%;;1989
22;Luciano Vásquez Muruaga;PN;Partido Nacional;2485;1,63%;;1989
23;Evelyn Matthei Fornet;RN;Democracia y Progreso;79595;42,32%;Diputada;1989
23;Eliana Caraball Martínez;PDC;Concertación por la Democracia;49961;26,56%;Diputada;1989
23;Joaquín Lavín Infante;UDI;Democracia y Progreso;36379;19,34%;;1989
23;Guido Girardi Lavín;PPD;Concertación por la Democracia;16318;8,68%;;1989
23;José Miguel Ureta Rojas;ILE;Liberal-Socialista Chileno;3772;2,01%;;1989
23;Patricio Hidalgo Marín;AN;Alianza de Centro;1116;0,59%;;1989
23;Jorge Martínez Rodríguez;PN;Partido Nacional;956;0,51%;;1989
24;María Angélica Cristi Marfil;ILB;Democracia y Progreso;47633;34,43%;Diputada;1989
24;Laura Rodríguez Riccomini;PH;Concertación por la Democracia;40526;29,29%;Diputada;1989
24;Martín Manterola Urzúa;ILA;Concertación por la Democracia;33862;24,48%;;1989
24;Jorge Monckeberg Barros;RN;Democracia y Progreso;7928;5,73%;;1989
24;Eduardo Kaid Pérez;PL;Liberal-Socialista Chileno;2950;2,13%;;1989
24;Luis Smok Landeros;PN;Partido Nacional;2224;1,61%;;1989
24;Mario Fuenzalida Ibarra;ILD;Alianza de Centro;1445;1,04%;;1989
24;Luisa Zepeda Pizarro;PL;Liberal-Socialista Chileno;1104;0,80%;;1989
24;Roberto Eduardo Jaramillo Urrutia;PN;Partido Nacional;674;0,49%;;1989
25;Andrés Palma Irarrázaval;PDC;Concertación por la Democracia;83715;42,78%;Diputado;1989
25;Jaime Orpis Bouchon;UDI;Democracia y Progreso;42733;21,83%;Diputado;1989
25;Claudina Núñez Jiménez;PAIS;Unidad para la Democracia;23180;11,84%;;1989
25;Marcos Romero Zapata;ILB;Democracia y Progreso;12961;6,62%;;1989
25;Roberto Celedón Fernández;ILG;Unidad para la Democracia;10444;5,34%;;1989
25;Eduardo Enrique Lacraustra;ILE;Liberal-Socialista Chileno;9935;5,08%;;1989
25;Mario Aguilar Arévalo;LV;Concertación por la Democracia;6438;3,29%;;1989
25;Ángel Gabriel Rojas Nuñez;ILD;Alianza de Centro;3735;1,91%;;1989
25;Olga Reyes Vargas;PL;Liberal-Socialista Chileno;2569;1,31%;;1989
26;Carlos Montes Cisternas;PPD;Concertación por la Democracia;51504;35,79%;Diputado;1989
26;Wilna Saavedra Cortés;PDC;Concertación por la Democracia;36837;25,60%;;1989
26;Gustavo Alessandri Balmaceda;ILB;Democracia y Progreso;30484;21,18%;Diputado;1989
26;Augusto Schuster Infante;RN;Democracia y Progreso;13872;9,64%;;1989
26;Orison Jaime Moya Medina;ILE;Liberal-Socialista Chileno;7097;4,93%;;1989
26;José Emilio Edwards Gandarillas;ILD;Alianza de Centro;3515;2,44%;;1989
26;Luis Ángel Santibáñez Pezoa;ILD;Alianza de Centro;597;0,41%;;1989
27;Hernán Rojo Avendaño;PDC;Concertación por la Democracia;69757;35,27%;Diputado;1989
27;Camilo Escalona Medina;ILA;Concertación por la Democracia;50949;25,76%;Diputado;1989
27;Gonzalo Stefani Ruiz;UDI;Democracia y Progreso;42243;21,36%;;1989
27;Pablo Pellegrini Ripamonti;ILE;Liberal-Socialista Chileno;15646;7,91%;;1989
27;Sergio Urzúa Aristegui;RN;Democracia y Progreso;15173;7,67%;;1989
27;Daniel Godofredo Castillo;ILD;Alianza de Centro;2647;1,34%;;1989
27;Herman Almazán Cavada;ILD;Alianza de Centro;1373;0,69%;;1989
28;Rodolfo Seguel Molina;PDC;Concertación por la Democracia;85358;42,53%;Diputado;1989
28;Mario Palestro Rojas;ILA;Concertación por la Democracia;44649;22,25%;Diputado;1989
28;Patricia Maldonado Aravena;ILB;Democracia y Progreso;30872;15,38%;;1989
28;Nelson Murua Polanco;RN;Democracia y Progreso;25750;12,83%;;1989
28;Miguel Riesco Manríquez;PL;Liberal-Socialista Chileno;5483;2,73%;;1989
28;Antonio Yelpi Aguilar;ILE;Liberal-Socialista Chileno;4988;2,49%;;1989
28;Jaime Silva Lluelas;ILD;Alianza de Centro;3613;1,80%;;1989
29;Guillermo Yunge Bustamante;PDC;Concertación por la Democracia;63598;41,32%;Diputado;1989
29;Jaime Estévez Valencia;PPD;Concertación por la Democracia;35120;22,82%;Diputado;1989
29;Maximiano Errázuriz Eguiguren;RN;Democracia y Progreso;24539;15,94%;;1989
29;Tulio Guevara Valle;UDI;Democracia y Progreso;19617;12,75%;;1989
29;Rita López Cabezas;ILE;Liberal-Socialista Chileno;5421;3,52%;;1989
29;Olegario Allendes Gálvez;ILD;Alianza de Centro;3402;2,21%;;1989
29;Flavio Adrián Larenas Sánchez;ILE;Liberal-Socialista Chileno;2219;1,44%;;1989
30;Andrés Aylwin Azocar;PDC;Concertación por la Democracia;81125;55,75%;Diputado;1989
30;Pablo Longueira Montes;UDI;Democracia y Progreso;37470;25,75%;Diputado;1989
30;Sergio Errazuriz Fernández;RN;Democracia y Progreso;14182;9,75%;;1989
30;Carlos Sanhueza Sanhueza;PL;Liberal-Socialista Chileno;6718;4,62%;;1989
30;Osvaldo Hidalgo Grimaldi;ILD;Alianza de Centro;6026;4,14%;;1989
31;Pedro Aguirre Charlin;PR;Concertación por la Democracia;30510;21,32%;;1989
31;Vicente Sota Barros;PPD;Concertación por la Democracia;43931;30,70%;Diputado;1989
31;Manuel Ariztía Ruiz;RN;Democracia y Progreso;26720;18,67%;;1989
31;Juan Antonio Coloma Correa;UDI;Democracia y Progreso;29348;20,51%;Diputado;1989
31;Elena Fornes Llona;AN;Alianza de Centro;2071;1,45%;;1989
31;Ricardo Cogwel Vega;PL;Liberal-Socialista Chileno;6012;4,20%;;1989
31;José Ahumada Álvarez;ILE;Liberal-Socialista Chileno;3293;2,30%;;1989
31;Jaime Alfonso Suárez González;PN;Partido Nacional;1223;0,85%;;1989
32;Héctor Olivares Solís;ILA;Concertación por la Democracia;37363;38,34%;Diputado;1989
32;Federico Mekis Martínez;RN;Democracia y Progreso;32985;33,85%;Diputado;1989
32;Luis Dintrans Schafer;PDC;Concertación por la Democracia;24886;25,54%;;1989
32;Gabriela Del Carmen Martínez;ILD;Alianza de Centro;2217;2,27%;;1989
33;Juan Pablo Letelier Morel;PAIS;Unidad para la Democracia;28451;27,61%;Diputado;1989
33;Andrés Chadwick Piñera;UDI;Democracia y Progreso;27837;27,01%;Diputado;1989
33;Esteban Leyton Soto;ILA;Concertación por la Democracia;17696;17,17%;;1989
33;Federico Willoughby-MacDonald;ILA;Concertación por la Democracia;14363;13,94%;;1989
33;Domingo Izquierdo Echeverría;ILB;Democracia y Progreso;4287;4,16%;;1989
33;Arcalaus Coronel Araneda;ILG;Unidad para la Democracia;4159;4,04%;;1989
33;Julio Enrique Reyes Valdés;DR;Alianza de Centro;2457;2,38%;;1989
33;José Ducci Claro;PL;Liberal-Socialista Chileno;2359;2,29%;;1989
33;Marcelo Maffioletti Pacheco;AN;Alianza de Centro;1437;1,39%;;1989
34;Hugo Rodríguez Guerrero;PDC;Concertación por la Democracia;19798;22,45%;Diputado;1989
34;Juan Masferrer Pellizzari;UDI;Democracia y Progreso;17987;20,39%;Diputado;1989
34;Raúl Herrera Herrera;PDC;Concertación por la Democracia;17431;19,76%;;1989
34;José Figueroa Jorquera;PAIS;Unidad para la Democracia;14527;16,47%;;1989
34;Aquiles Cornejo Cornejo;RN;Democracia y Progreso;14512;16,45%;;1989
34;Francisco Fernández Flores;PL;Liberal-Socialista Chileno;3940;4,47%;;1989
35;Juan Carlos Latorre Carmona;PDC;Concertación por la Democracia;21664;31,03%;Diputado;1989
35;Aníbal Pérez Lobos;PPD;Concertación por la Democracia;16517;23,66%;;1989
35;José María Hurtado Ruiz-Tagle;RN;Democracia y Progreso;11953;17,12%;Diputado;1989
35;Claudio Rivadeneira Correa;ILB;Democracia y Progreso;9092;13,02%;;1989
35;Raúl Orrego Escanilla;AN;Alianza de Centro;2802;4,01%;;1989
35;Mario Mardones Ramírez;PL;Liberal-Socialista Chileno;2656;3,80%;;1989
35;Juan Esteban Montero Matta;DR;Alianza de Centro;2603;3,73%;;1989
35;Osvaldo Olguín Silva;IND;Independiente;2531;3,63%;;1989
36;Gustavo Ramírez Vergara;PDC;Concertación por la Democracia;44825;39,10%;Diputado;1989
36;Sergio Correa de la Cerda;UDI;Democracia y Progreso;26457;23,08%;Diputado;1989
36;Germán Molina Valdivieso;PPD;Concertación por la Democracia;25267;22,04%;;1989
36;Eugenio Munita Torrealba;RN;Democracia y Progreso;12432;10,84%;;1989
36;Gabriel Millán Hormazábal;PN;Partido Nacional;5675;4,95%;;1989
37;Eugenio Ortega Riquelme;PDC;Concertación por la Democracia;39157;44,66%;Diputado;1989
37;Sergio Aguiló Melo;ILA;Concertación por la Democracia;19405;22,13%;Diputado;1989
37;María Eujenia Donoso Flores;RN;Democracia y Progreso;11843;13,51%;;1989
37;Mario Villagra Sepúlveda;ILB;Democracia y Progreso;11637;13,27%;;1989
37;René Lagos Rojo;ILD;Alianza de Centro;5641;6,43%;;1989
38;Jaime Campos Quiroga;PR;Concertación por la Democracia;34538;50,43%;Diputado;1989
38;Claudio Cerda Contreras;ILA;Concertación por la Democracia;6575;9,60%;;1989
38;César Muñoz Vergara;UDI;Democracia y Progreso;11208;16,36%;;1989
38;Pedro Álvarez-Salamanca Büchi;RN;Democracia y Progreso;12628;18,44%;Diputado;1989
38;Patricio Parra Gajardo;ILD;Alianza de Centro;2406;3,51%;;1989
38;Sergio Hernández Carrasco;AN;Alianza de Centro;1134;1,66%;;1989
39;Jaime Naranjo Ortiz;ILA;Concertación por la Democracia;31420;37,41%;Diputado;1989
39;Luis Navarrete Carvacho;ILB;Democracia y Progreso;15452;18,07%;Diputado;1989
39;Juan Hiribarren Eyheramendy;RN;Democracia y Progreso;15178;18,04%;;1989
39;Pablo Huneeus Cox;ILA;Concertación por la Democracia;15103;17,98%;;1989
39;Oscar Nolberto Coya Maldonado;IND;Independiente;4947;5,89%;;1989
39;Carlos Del Campo Correa;PN;Partido Nacional;1888;2,25%;;1989
40;Manuel Matta Aragay;PDC;Concertación por la Democracia;25029;33,25%;Diputado;1989
40;Osvaldo Vega Vera;IND;Independiente;16302;21,66%;;1989
40;Alfonso Rodríguez del Río;RN;Democracia y Progreso;14578;19,35%;Diputado;1989
40;Guillermo Belmar Hernández;PPD;Concertación por la Democracia;11148;14,81%;;1989
40;Enrique Ramírez Fuenzalida;UDI;Democracia y Progreso;8217;10,92%;;1989
41;Isidoro Tohá González;ILA;Concertación por la Democracia;40477;32,65%;Diputado;1989
41;Pedro Guzmán Álvarez;UDI;Democracia y Progreso;25709;20,74%;Diputado;1989
41;Renato De La Cerda Etchevers;RN;Democracia y Progreso;24969;20,14%;;1989
41;Hernán Álvarez Román;PDC;Concertación por la Democracia;24588;19,84%;;1989
41;Renato Fuentealba Sepúlveda;ILD;Alianza de Centro;6321;5,10%;;1989
41;Roberto Mora González;ILD;Alianza de Centro;1896;1,53%;;1989
42;Hosain Sabag Castillo;IND;Independiente;43194;39,06%;Diputado;1989
42;Hugo Álamos Vásquez;RN;Democracia y Progreso;29491;26,67%;Diputado;1989
42;Guillermo Lagos Assadi;UDI;Democracia y Progreso;20102;18,18%;;1989
42;Roberto Jara Valenzuela;ILA;Concertación por la Democracia;17799;16,10%;;1989
43;Víctor Barrueto Jeame;PPD;Concertación por la Democracia;41356;34,27%;Diputado;1989
43;Jorge Ulloa Aguillón;UDI;Democracia y Progreso;17401;14,42%;Diputado;1989
43;Fernando Carrasco Herrera;RN;Democracia y Progreso;16820;13,94%;;1989
43;Joaquín Morales Abarzúa;PR;Concertación por la Democracia;14244;11,80%;;1989
43;Fernando Antinao Jelves;PAIS;Unidad para la Democracia;12258;10,16%;;1989
43;Fernando Santiago Agurto Campo;ILG;Unidad para la Democracia;11688;9,69%;;1989
43;Claudio Ceballos Sanhueza;AN;Alianza de Centro;6904;5,72%;;1989
44;José Miguel Ortiz Novoa;PDC;Concertación por la Democracia;56709;32,80%;Diputado;1989
44;José Antonio Viera-Gallo Quesney;PPD;Concertación por la Democracia;51969;30,06%;Diputado;1989
44;Andrés Arriagada Laissle;RN;Democracia y Progreso;29445;17,03%;;1989
44;Darwin Sotomayor Palma;ILD;Alianza de Centro;18727;10,83%;;1989
44;Patricio Lynch Gaete;UDI;Democracia y Progreso;16045;9,28%;;1989
45;Edmundo Salas de la Fuente;PDC;Concertación por la Democracia;33965;31,49%;Diputado;1989
45;Juan Martínez Sepúlveda;PAIS;Unidad para la Democracia;24799;22,99%;Diputado;1989
45;Rodrigo Menéndez Duque;ILB;Democracia y Progreso;20463;18,97%;;1989
45;Mauricio Leiva Chamorro;PR;Concertación por la Democracia;8913;8,26%;;1989
45;Jorge Rivas Arias;ILB;Democracia y Progreso;7255;6,73%;;1989
45;Luciano Véjar Varela;PAIS;Unidad para la Democracia;7148;6,63%;;1989
45;Luis A. Molinet Ortiz;AN;Alianza de Centro;5313;4,93%;;1989
46;Claudio Huepe García;PDC;Concertación por la Democracia;34647;35,93%;Diputado;1989
46;Jaime Rocha Manrique;PR;Concertación por la Democracia;16493;17,10%;Diputado;1989
46;Alejandro Fernández Galaz;UDI;Democracia y Progreso;15210;15,77%;;1989
46;Patricio Silva Clares;ILB;Democracia y Progreso;9204;9,54%;;1989
46;Carlos Toro Sepúlveda;PAIS;Unidad para la Democracia;13742;14,25%;;1989
46;Eric Jerez Paredes;ILG;Unidad para la Democracia;7143;7,41%;;1989
47;Octavio Jara Wolff;PPD;Concertación por la Democracia;34746;25,35%;Diputado;1989
47;José Pérez Arriagada;PR;Concertación por la Democracia;33447;24,40%;;1989
47;Víctor Pérez Varela;ILB;Democracia y Progreso;36941;26,95%;Diputado;1989
47;René Correa Hermosilla;RN;Democracia y Progreso;23145;16,89%;;1989
47;Raúl Armando Isla;ILD;Alianza de Centro;6687;4,88%;;1989
47;Mario Inzunza Derio;AN;Alianza de Centro;2094;1,53%;;1989
48;Edmundo Villouta Concha;PDC;Concertación por la Democracia;22711;32,16%;Diputado;1989
48;Francisco Bayo Veloso;RN;Democracia y Progreso;15644;22,15%;Diputado;1989
